template,POS,defn
bag,verb,hang loosely like an empty bag
bag,verb,capture or kill as in hunting
bag,verb,take unlawfully
bail out,verb,To secure the release of an arrested person by providing bail money
bail out,verb,To remove water from a boat by scooping it out
bail out,verb,To rescue especially financially
bail out,verb,To exit an aircraft while in flight
bail out,verb,To leave or not attend at all a place or a situation especially quickly or when the situation has become undesirable
bail out,verb,To sell all or part of ones holdings in stocks real estate a business etc
bail out,verb,remove water from a boat by dipping and throwing over the side
bail out,verb,free on bail
bake,verb-transitive,To cook food with dry heat especially in an oven
bake,verb-transitive,To harden or dry something by subjecting to heat in or as if in an oven  bake bricks 
bake,verb-intransitive,To cook food with dry heat
bake,verb-intransitive,To become hardened or dry by or as if by having been subjected to the heat of an oven
bake,verb,To cook something in an oven
bake,verb,To dry by heat
bake,verb,To prepare food by baking it
bake,verb,To be baked to heating or drying
bake,verb,To be hot
bake,verb,To smoke marijuana
bake,verb-intransitive,To do the work of baking something
bake,verb-intransitive,To be baked to become dry and hard in heat
bake,verb-transitive,To prepare as food by cooking in a dry heat either in an oven or under coals or on heated stone or metal
bake,verb-transitive,To dry or harden anything by subjecting to heat 
bake,verb-transitive,To harden by cold
bake,verb,be very hot due to hot weather or exposure to the sun
bake,verb,heat by a natural force
bake,verb,prepare with dry heat in an oven
bake,verb,cook and make edible by putting in a hot oven
balloon,verb-intransitive,To ascend or ride in a balloon
balloon,verb-intransitive,To expand or swell out like a balloon See Synonyms at bulge
balloon,verb-intransitive,To increase or rise quickly
balloon,verb-transitive,To cause to expand by or as if by inflating
balloon,verb,To increase or expand rapidly
balloon,verb,To go up or voyage in a balloon
balloon,verb-intransitive,To go up or voyage in a balloon
balloon,verb-intransitive,To expand or puff out like a balloon
balloon,verb-transitive,To take up in or as if in a balloon
balloon,verb,become inflated
balloon,verb,ride in a hotair balloon
bandage,verb-transitive,To apply a bandage to
bandage,verb,To apply a bandage to something
bandage,verb-transitive,To bind dress or cover with a bandage
bandage,verb,dress by covering or binding
bandage,verb,wrap around with something so as to cover or enclose
baptize,verb-transitive,To admit into Christianity by means of baptism
baptize,verb-transitive,To cleanse or purify
baptize,verb-transitive,To initiate
baptize,verb-transitive,To give a first or Christian name to christen
baptize,verb-intransitive,To administer baptism
baptize,verb,To sprinkle or pour water over or to immerse in water as a spiritual cleansing process in the rite of Christian baptism
baptize,verb,To dedicate or christen
baptize,verb,Of rum brandy or any other spirits to dilute with water
baptize,verb,To ensure proper burning of a joint by moistening the exterior with saliva
baptize,verb-transitive,To administer the sacrament of baptism to
baptize,verb-transitive,To christen because a name is given to infants at their baptism to give a name to to name
baptize,verb-transitive,To sanctify to consecrate
baptize,verb,administer baptism to
barge in,verb,To intrude to enter or interrupt suddenly and without invitation
barge in,verb,enter uninvited informal
barge in,verb,break into a conversation
bathe,verb-intransitive,To take a bath
bathe,verb-intransitive,To go into the water for swimming or other recreation
bathe,verb-intransitive,To become immersed in or as if in liquid
bathe,verb-intransitive,To sunbathe
bathe,verb-transitive,To immerse in liquid wet
bathe,verb-transitive,To wash in a liquid
bathe,verb-transitive,To apply a liquid to for healing or soothing purposes  bathed the wound with iodine 
bathe,verb-transitive,To seem to wash or pour over suffuse  a room that was bathed in sunlight 
bathe,verb,To clean oneself by immersion in water or using water to take a bath have a bath
bathe,verb,To immerse oneself or part of the body in water for pleasure or refreshment to swim
bathe,verb,To clean a person by immersion in water or using water to take a bath have a bath
bathe,verb,To apply water or other liquid to to suffuse or cover with liquid
bathe,verb,To sunbathe
bathe,verb-intransitive,To immerse or cover ones self as in a bath
bathe,verb-intransitive,To bask in the sun
bathe,verb-transitive,To wash by immersion as in a bath to subject to a bath
bathe,verb-transitive,To lave to wet
bathe,verb-transitive,To moisten or suffuse with a liquid
bathe,verb-transitive,To apply water or some liquid medicament to
bathe,verb-transitive,To surround or envelop as water surrounds a person immersed
bathe,verb,clean ones body by immersion into water
bathe,verb,suffuse with or as if with light
bathe,verb,cleanse the entire body
batter,verb-transitive,To hit heavily and repeatedly with violent blows
batter,verb-transitive,To subject to repeated beatings or physical abuse
batter,verb-transitive,To damage as by heavy wear
batter,verb-intransitive,To pound repeatedly with heavy blows
batter,verb-transitive,To coat in batter  battered the vegetables and then fried them 
batter,verb-transitive,To construct so as to create an upwardly receding slope
